"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@capbarista So beautiful",FALSE,0,"capbarista",2019-10-08 03:46:20,FALSE,"1181368361206173696","1181415503929065472","1064720544287752192","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Samuel32594160",0,FALSE,FALSE,NA,NA
"RT @saucepapi1017: So it’s Kylie Jenner fault niggas is poor? https://t.co/Au7A96zWFM",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503925043200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nchimunyamtonga",28,TRUE,FALSE,NA,NA
"Hahaha you can @omgitskiwii in the background. Uggghhh take me back!!!! #bts #Chicago #speakyourself #concert https://t.co/PihK2rU3Ho",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503920799744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SpArklyAm3Thyst",0,FALSE,FALSE,NA,NA
"RT @Epic_Women: Can you relate? https://t.co/jLCprjSGyK",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503912472578",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alvpe",6,TRUE,FALSE,NA,NA
"this was the song that made me fall in love with this nigga, bring this shit back pls https://t.co/YUP2HA8ubn",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503912407040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_julliseyy",0,FALSE,FALSE,NA,NA
"RT @hannafriedaa: so i was filming bc i wanted to prove my point that my cat is clingy and always stays even when i pray BUT THIS WAS ITS P…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503912325120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SSCPD0509",24155,TRUE,FALSE,NA,NA
"RT @XBFilmCreater: Fans are Celebrating the Trailer We are Congrats a lot to Team #Bigil<U+0001F44F><U+0001F44F><U+0001F44F>

Still #4DToGoMichaelBigilTrailer",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503908294657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kowzshek1614",30,TRUE,FALSE,NA,NA
"I do scratch my head I live in a rural area and have been told of a large number of farmers who voted leave which I… https://t.co/o28cRr2rNj",FALSE,0,NA,2019-10-08 03:46:20,TRUE,NA,"1181415503908233218",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pgd_22",0,FALSE,FALSE,NA,NA
"RT @mingisdream: wtf <U+0001F62D><U+0001F62D><U+0001F62D> why is he bouncy like that??! that’s so cute wth?? https://t.co/REHqYVIRca",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503908216832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","actuallydidthis",3,TRUE,FALSE,NA,NA
"I need my lashes filled in &amp; suh is playingggggg <U+0001F62D>",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503904067584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_yayannaa",0,FALSE,FALSE,NA,NA
"RT @NikiHoneyBee: Do you like candy corn? 
           _____|_____
          |                  |
       yes               no
          |…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503899906049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ficvsreality",637,TRUE,FALSE,NA,NA
"I MISS YOUUUU @jackaverymusic https://t.co/E18Wtr4pOY",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503899877376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","faiywdw",0,FALSE,FALSE,NA,NA
"LSD is such a good album",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503899824128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ashaahope",0,FALSE,FALSE,NA,NA
"@juba3d4h *googling",FALSE,0,"juba3d4h",2019-10-08 03:46:20,FALSE,"1181414156433444865","1181415503895465984","3116918928","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","apanggraeni_",0,FALSE,FALSE,NA,NA
"@ItzHikari how do you spot a gradient and non-gradient? because in my eyes, I think its all gradient",FALSE,0,"ItzHikari",2019-10-08 03:46:20,FALSE,"1181413103465951232","1181415503891333122","4700533694","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lemmidraw",0,FALSE,FALSE,NA,NA
"RT @QUILLEMONS: I shot the most beautiful skater boy ever Evan Mock for @highsnobiety <U+0001F34B><U+2728>
•
Fashion Editor-at-Large: @coreytstokes 
Grooming…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503887294464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","notmeraymond",45,TRUE,FALSE,NA,NA
"RT @PierreAJeanty: One day! https://t.co/ttwPD4rKV5",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503887130624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HiediTS13",158,TRUE,FALSE,NA,NA
"RT @garyfromteenmom: me: im really shy

me after a few drinks vibing the hell out with someone i met in the bathroom: https://t.co/DMYjUuJj…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503883128832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ryanscottcombs",1978,TRUE,FALSE,NA,NA
"When a client is happy, I'm happy. This made me happy &gt;&gt; https://t.co/9gcao67IyD via @realsatisfied https://t.co/qkkEJJw0KM",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503874514945",NA,"<a href=""http://www.realsatisfied.com"" rel=""nofollow"">RealSatisfied</a>","bradleyharper",0,FALSE,FALSE,NA,NA
"I love cheetah <U+0001F97A><U+0001F97A><U+0001F97A> https://t.co/34kCgP3Uo3",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503870545920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GilbertBailee",0,FALSE,FALSE,NA,NA
"RT @wolftyla: i could be your lover, homie &amp; your freak. 
<U+0001F495><U+0001F4A5> https://t.co/7qx12KlsYA",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503870320641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x0samx",65,TRUE,FALSE,NA,NA
"RT @MsiaChronicle: MAHATHIR'S LATEST RETREAT INTO RACIAL &amp; RELIGIOUS POLITICKING TOO MUCH EVEN FOR ALLY CLARE BROWN TO STOMACH: MALAY DIGNI…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503861936128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ong_pilly",1,TRUE,FALSE,NA,NA
"6. MAMA. Loved it! #31horrorfilms31days https://t.co/4j0JskVhJ6",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503857901568",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","RobinSummertent",0,FALSE,FALSE,NA,NA
"Litle more, convinced that this line ain't belong to my system",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503857778688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kapayapaan22",0,FALSE,FALSE,NA,NA
"@_NombuleloM True story",FALSE,0,"_NombuleloM",2019-10-08 03:46:20,FALSE,"1181088402164404226","1181415503828602881","114972517","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MendyMzimela",0,FALSE,FALSE,NA,NA
"RT @cruelangeliism: <U+2800><U+2800><U+2800>
<U+2800><U+2800><U+2800>
<U+2800><U+2800><U+2800>         <U+0001D494><U+0001D489><U+0001D490><U+0001D498> <U+0001D482><U+0001D48F><U+0001D485> <U+0001D495><U+0001D486><U+0001D48D><U+0001D48D> .
<U+2800><U+2800><U+2800>
              <U+266F> selfoc , <U+266F> mvrp

               #vulgarityvegas
<U+2800><U+2800><U+2800>…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503820201984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MURDERXXUS",7,TRUE,FALSE,NA,NA
"RT @AzzuAzmathulla: #SarileruNeekevvaru
Azmathulla Azzu wishes you all a Happy Dussehra May this Dussehra light up for you the hopes of hap…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503815835648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShyamSid143",9,TRUE,FALSE,NA,NA
"RT @Azabkuburpedih: Bego <U+0001F923><U+0001F923><U+0001F923> https://t.co/sAc0VYpzcq",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503811604480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Katepeilang",336,TRUE,FALSE,NA,NA
"RT @ThatsLudaChriss: Only one woman is getting taken to the pumpkin patch this season may the best coochie win <U+0001F64F><U+0001F3FE>",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503811579904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_yunghop",2,TRUE,FALSE,NA,NA
"RT @loneIy_ari: we can’t kiss as friends? WACK",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503803424768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ag_long18",23956,TRUE,FALSE,NA,NA
"I smack that bitch with my left hand",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503803404288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MonroeC_",0,FALSE,FALSE,NA,NA
"RT @elenochle: INTERESTING UPDATE:  Yesterday @infinitechan tweeted out a tweet with the image '8kun'.  If you go to 8kun . org it brings y…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503803236352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abeck76",140,TRUE,FALSE,NA,NA
"#NowPlaying Make It Happen by Cecilia Godboldt- Dominique

https://t.co/6KAupDVU0w",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503799173125",NA,"<a href=""https://samcloud.spacial.com"" rel=""nofollow"">SAM Broadcaster Cloud</a>","SMGMusicMedia",0,FALSE,FALSE,NA,NA
"RT @TheHashtag0nist: “He knows this is about the country and not the bird, right?”

A question that may or may not have been asked at the W…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503790690304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MachineandSoul",1,TRUE,FALSE,NA,NA
"@foreninersonly FACTS",FALSE,0,"foreninersonly",2019-10-08 03:46:20,FALSE,"1181414854231543808","1181415503786475521","1121464521485377536","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeltaBoy_662",0,FALSE,FALSE,NA,NA
"RT @rosesbythstairs: peta blows but they’re right. celebrities buying $35,000 exotic pets that were most likely stolen from their natural h…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503778082817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alysssun",24715,TRUE,FALSE,NA,NA
"Because Summer Walker knows her worth https://t.co/tmNJMEIm4K",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503769694209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itswalela",0,FALSE,FALSE,NA,NA
"What?! This guy is a Holocaust denier https://t.co/luPhsqvsc8",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503769636865",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","b_malini",0,FALSE,FALSE,NA,NA
"RT @JulianCastro: UPDATE: hours after we were told LGBT and disabled asylum seekers would have their cases heard, they have been returned t…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503765610501",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nocoolnameyet",1908,TRUE,FALSE,NA,NA
"Can we bring back Man Crush Monday’s? <U+0001F974> https://t.co/Os8eHSQbsu",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503761465345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_sapiosexuall_",0,FALSE,FALSE,NA,NA
"RT @perksofandrw: rip to my unhealthy sleeping routine.",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503757107205",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChloeSriel",5048,TRUE,FALSE,NA,NA
"@sunny @lrwatl Sunny is like a flawless fine wine. She doesn't seem to age at all if anything she just gets more gorgeous and classier.",FALSE,0,"sunny",2019-10-08 03:46:20,FALSE,"1181408347431608321","1181415503752912897","139847909","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Steeven_Hyde",0,FALSE,FALSE,NA,NA
"RT @AndrewYang: Had a blast onstage tonight with @richbrian @88rising kicking off his tour in New York City <U+0001F44D><U+0001F389> https://t.co/vORoGBIgsW",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503744634880",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","llarpiwhal",840,TRUE,FALSE,NA,NA
"I'm just going to quote the whole script...",FALSE,0,"jwdmeow",2019-10-08 03:46:20,FALSE,"1181414219029172224","1181415503744532486","44788583","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jwdmeow",0,FALSE,FALSE,NA,NA
"Good morning Twitter! Time to see what trouble I can get into right now without finding myself sitting in the back of a police car.",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503740297218",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","Qafisha",0,FALSE,FALSE,NA,NA
"RT @hecsss2: no one likes that friendly shit &gt;&gt;&gt;&gt;",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503740297217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xv_ashleyyy",8,TRUE,FALSE,NA,NA
"RT @Kyle_Cursed: @MegaRadar @anxietythedemon You underestimate my kinkyness.",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503731904512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","anxietythedemon",1,TRUE,FALSE,NA,NA
"RT @ringsIust: imagine her singing tattooed heart to you AND grabbing your hand... you’d be congratulating me in my funeral  https://t.co/T…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503723745280",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Gaabyxh",36,TRUE,FALSE,NA,NA
"trans goomy",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503723732999",NA,"<a href=""http://www.twitter.com/trans_pokemon"" rel=""nofollow"">trans_pokemon</a>","lgbt_pokemon",0,FALSE,FALSE,NA,NA
"Angel Hernandez would’ve called that a strike let’s be real",FALSE,1,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503723663362",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","audruhhhh",0,FALSE,FALSE,NA,NA
"RT @whaifu: y’all like to fuck with younger girls because females your age see the loser in you",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503719481344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xoSweetEscape",20384,TRUE,FALSE,NA,NA
"RT @jichupix: she’s glowing https://t.co/W1hlljkAWt",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503719329792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hithclx",1078,TRUE,FALSE,NA,NA
"deadass. might be a Leo",FALSE,0,"LouKraze",2019-10-08 03:46:20,FALSE,"1181407274998341632","1181415503711162368","2192322215","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LouKraze",0,FALSE,FALSE,NA,NA
"RT @Jaikherajani: @Em_bexxx @thelifelessleaf How about this ? https://t.co/ZHky4lZegz",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503706951680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","allitaas",69,TRUE,FALSE,NA,NA
"The loml <U+2661><U+2661><U+2661> https://t.co/8wtLyuY7PZ",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503706767362",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yu_berri_naise",0,FALSE,FALSE,NA,NA
"RT @berstenwitlo: SCALP ME https://t.co/goQlDfBxqN",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503702757377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mollyhernqndez",2,TRUE,FALSE,NA,NA
"A good pop-punk song name would be “I have more bad habits than I have good friends”",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503702691841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DJShutta",0,FALSE,FALSE,NA,NA
"@HBICDahnQuixote @cljmo Yes, and spend every minute of his time on it.",FALSE,0,"HBICDahnQuixote",2019-10-08 03:46:20,FALSE,"1181390757581770752","1181415503702691840","3299953056","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ILikeRainWater",0,FALSE,FALSE,NA,NA
"RT @URDailyHistory: 7 Oct 1931: South African #Anglican #Archbishop and 1984 #Nobel Peace Prize winner Desmond #Tutu is born in Klerksdorp,…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503698579456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lisefalardeau",3,TRUE,FALSE,NA,NA
"RT @cravtay: i want some fucking head",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503698509824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","roc__23",25,TRUE,FALSE,NA,NA
"RT @enchanting_tae: taehyung blowing out the candles before the rest of the members; an amusing saga https://t.co/xR89z8ir6u",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503694307328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeontiddies",6094,TRUE,FALSE,NA,NA
"@cmclymer Butter mints. And black licorice.",FALSE,0,"cmclymer",2019-10-08 03:46:20,FALSE,"1181362394293002240","1181415503681740804","15907183","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vctheis",0,FALSE,FALSE,NA,NA
"@World_Klass upload the first episode full.",FALSE,0,"World_Klass",2019-10-08 03:46:20,FALSE,"1181405733746700288","1181415503681732610","1120217350848958465","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bunnyxroyal",0,FALSE,FALSE,NA,NA
"@katologic v creative name",FALSE,0,"katologic",2019-10-08 03:46:20,FALSE,"1181415383649128448","1181415503660802048","90940992","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","danielrakh",0,FALSE,FALSE,NA,NA
"i feel like i should be more aware of the fact i haven’t eaten today. but fuck it",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503656636416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","howitzgoing",0,FALSE,FALSE,NA,NA
"@Loud_Lass #Hogwash.
You'll scare away my buyers...!

#ListsHouseForSale",FALSE,0,"Loud_Lass",2019-10-08 03:46:20,FALSE,"1181408366221910016","1181415503656415237","2920030904","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RIncompetence",0,FALSE,FALSE,NA,NA
"You don’t have the Kurds backs, they will@die https://t.co/Yhdyi9xIoi",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503652360204",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FeeleyTrisha",0,FALSE,FALSE,NA,NA
"I'm fuh-fuh-fine, Mikey. S'okay.

...Buh-buh-but what if... I did... ah-ah-ask you out? What would you react? https://t.co/e25SGrZ0zv",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503652278272",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","guiltyinduced",0,FALSE,FALSE,NA,NA
"@Hidden_Konman @_Nommii @LittleSweater @Gmaie5 @Hidden_AffecTs @Hidden_Reloadz On my mommy",FALSE,2,"Hidden_Konman",2019-10-08 03:46:20,FALSE,"1181415380285378560","1181415503648215040","1059598659745210370","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hidden_Neslz",0,FALSE,FALSE,NA,NA
"RT @Iaidly: don’t be stalking my twitter to see how shits going in my life. I could tweet something like “I can’t do this shit anymore” alI…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503648063488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NajmahBakhti",38127,TRUE,FALSE,NA,NA
"RT @AZAZ07966252: Joker tried to smile through the pain until the pain made him smile <U+0001F625> https://t.co/pRxK2VF8fb",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503643869185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hakim_rizani",32761,TRUE,FALSE,NA,NA
"RT @DebraMessing: GOOD GOD. https://t.co/xJhZh6845V",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503639826432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justfriggenj",23,TRUE,FALSE,NA,NA
"RT @Mikel_Jollett: @atrupar This is so obviously false and just truly fucking stupid.",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503639670784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MuslimTrumpSad",19,TRUE,FALSE,NA,NA
"RT @Wooptyfuckingdo: Fems do DM first... you just haven't experienced it because you're ugly.",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503631245313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aniabruh",177,TRUE,FALSE,NA,NA
"RT @okkharley: when ur nose is stuffy and u sit and think about all the times you took breathing for granted https://t.co/Sq76MgVj8S",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503627091968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Juece_",8100,TRUE,FALSE,NA,NA
"@CPO_JOE @BubblesResists Followed! <U+0001F44D><U+0001F3FE>",FALSE,0,"CPO_JOE",2019-10-08 03:46:20,FALSE,"1181325320793624577","1181415503614676992","976479853586169856","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WNCDeepRiver",0,FALSE,FALSE,NA,NA
"RT @KStateMBB: Well, well, well... 

@deanwade3232 drops the <U+0001F528> 

#KStateMBB x @cavs https://t.co/zfLcg3htPH",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503610429441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bigmacvilla",40,TRUE,FALSE,NA,NA
"RT @Jphysique7: One of the biggest lessons I’ve learned these past few months is that no one is going to save you. You have to stand up, re…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503606272000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","americaaveraa",5,TRUE,FALSE,NA,NA
"RT @CIVIL_NY: Imagine having to watch the movie knowing at the end of it you catching a fade https://t.co/znjC5s3dNe",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503602077696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TooSwoleAnthony",1706,TRUE,FALSE,NA,NA
"RT @HighhTisnori: Y’all this man was homeless, living on the street. We can do it. https://t.co/kP0aW7ozS0",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503602032640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DCortes1001",24268,TRUE,FALSE,NA,NA
"BTW @Excision if you dont time 'LockDown' with the NYE countdown im calling my lawyer <U+0001F621> https://t.co/rHO4f4t6Zp",FALSE,5,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503597834240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","woolimusic",0,FALSE,FALSE,NA,NA
"@LevensonEdward @RedStateBlues_ Excellent...bizarre is an understatement.  Get him out! https://t.co/s5XfeDyiiB",FALSE,0,"LevensonEdward",2019-10-08 03:46:20,FALSE,"1181412360243863552","1181415503597723648","1056908257569202176","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HootyHi",0,FALSE,FALSE,NA,NA
"RT @kyungrismaid: think i need to go back to spamming this performance... the vocals yup im a bit gagged https://t.co/TRbiVBYdKg",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503597690881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","QrisBlondeHair",21,TRUE,FALSE,NA,NA
"Also i have no money en but I really do wanna get that hoodie <U+0001F62A>",FALSE,0,"ibisiro",2019-10-08 03:46:20,FALSE,"1181415502503124992","1181415503593705472","1015784029","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ibisiro",0,FALSE,FALSE,NA,NA
"@G_Translate_Me No problem XD
Translation is difficult ...<U+0001F622>",FALSE,0,"G_Translate_Me",2019-10-08 03:46:20,FALSE,"1181414932337844224","1181415503593521152","916298181461397504","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fawfulfannokey",0,FALSE,FALSE,NA,NA
"RT @Veggiefact: what did I do to deserve seeing b*g m*uth every time I open netflix",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503593492480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nthdayoncaprica",289,TRUE,FALSE,NA,NA
"RT @CasarezKk: “Trump is the best thing that’s ever happen to America.”<U+0001F644>
“Trump doesn’t spread hate.”<U+0001F644>
“Guns aren’t a problem in America.”<U+0001F644>…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415503589449729",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cptnrwrpnts",4,TRUE,FALSE,NA,NA
